,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost,totalcost,totalSales,Profit
4940,SO - 0005041,In-Store,WARE-NMK1003,2019-08-23,2020-09-01,2020-01-25,2020-04-02,USD,4,39,163,9,2,0.1,1045.2,543.504,1087.008,1881.3600000000001,794.3520000000001
4941,SO - 0005042,In-Store,WARE-NBV1002,2019-08-23,2020-09-01,2020-01-16,2020-01-24,USD,5,4,66,38,7,0.1,214.4,124.352,870.464,1350.72,480.256
4942,SO - 0005043,In-Store,WARE-PUJ1005,2019-08-23,2020-09-01,2020-02-02,2020-10-02,USD,5,34,301,10,4,0.05,897.8,466.856,1867.424,3411.64,1544.216
4943,SO - 0005044,In-Store,WARE-PUJ1005,2019-08-23,2020-09-01,2020-01-16,2020-01-21,USD,1,16,289,40,1,0.3,1139.0,717.57,717.57,797.3,79.7299999999999
4944,SO - 0005045,In-Store,WARE-MKL1006,2019-08-23,2020-09-01,2020-01-14,2020-01-19,USD,6,17,339,19,5,0.05,5460.5,2348.015,11740.074999999999,25937.374999999996,14197.299999999997
4945,SO - 0005046,Wholesale,WARE-NMK1003,2019-08-23,2020-09-01,2020-01-26,2020-01-31,USD,27,45,128,24,3,0.075,2391.9,1841.763,5525.289,6637.522500000001,1112.2335000000012
4946,SO - 0005047,Distributor,WARE-PUJ1005,2019-08-23,2020-09-01,2020-02-02,2020-11-02,USD,24,1,276,18,6,0.3,5996.5,4557.34,27344.04,25185.300000000003,-2158.739999999998
4947,SO - 0005048,Wholesale,WARE-MKL1006,2019-01-12,2020-10-01,2020-01-25,2020-01-02,USD,27,9,343,38,2,0.075,1728.6,726.012,1452.024,3197.91,1745.886
4948,SO - 0005049,Wholesale,WARE-MKL1006,2019-01-12,2020-10-01,2020-01-23,2020-01-24,USD,25,13,330,16,4,0.15,3343.3,2240.011,8960.044,11367.220000000001,2407.1760000000013
4949,SO - 0005050,In-Store,WARE-NMK1003,2019-08-23,2020-10-01,2020-01-21,2020-01-22,USD,2,40,149,19,6,0.1,174.2,81.874,491.24399999999997,940.6800000000001,449.4360000000001
4950,SO - 0005051,Online,WARE-PUJ1005,2019-01-12,2020-10-01,2020-01-13,2020-01-15,USD,12,31,324,31,6,0.05,1058.6,561.058,3366.348,6034.019999999999,2667.6719999999987
4951,SO - 0005052,Wholesale,WARE-PUJ1005,2019-08-23,2020-10-01,2020-01-14,2020-01-18,USD,26,37,327,12,5,0.075,964.8,395.568,1977.84,4462.200000000001,2484.3600000000006
4952,SO - 0005053,In-Store,WARE-NBV1002,2019-08-23,2020-10-01,2020-01-21,2020-01-29,USD,5,39,81,18,1,0.05,3966.4,2300.512,2300.512,3768.08,1467.5679999999998
4953,SO - 0005054,In-Store,WARE-XYS1001,2019-01-12,2020-10-01,2020-01-24,2020-01-28,USD,1,43,42,26,1,0.05,2633.1,1895.832,1895.832,2501.4449999999997,605.6129999999996
4954,SO - 0005055,Online,WARE-MKL1006,2019-08-23,2020-10-01,2020-01-19,2020-01-22,USD,13,40,360,36,7,0.05,1011.7,819.477,5736.339,6727.805,991.4660000000003
4955,SO - 0005056,In-Store,WARE-NBV1002,2019-08-23,2020-10-01,2020-01-25,2020-02-02,USD,8,15,63,30,8,0.05,3892.7,2802.744,22421.952,29584.519999999997,7162.567999999996
4956,SO - 0005057,Distributor,WARE-MKL1006,2019-08-23,2020-10-01,2020-01-20,2020-01-23,USD,22,3,331,17,7,0.05,3805.6,1636.408,11454.856,25307.239999999998,13852.383999999998
4957,SO - 0005058,In-Store,WARE-PUJ1005,2019-08-23,2020-10-01,2020-01-15,2020-01-18,USD,6,20,274,19,7,0.05,1031.8,825.44,5778.08,6861.469999999999,1083.3899999999994
4958,SO - 0005059,In-Store,WARE-NMK1003,2019-01-12,2020-10-01,2020-01-28,2020-01-30,USD,8,11,109,3,4,0.05,6090.3,2618.829,10475.316,23143.14,12667.823999999999
4959,SO - 0005060,In-Store,WARE-PUJ1005,2019-08-23,2020-11-01,2020-01-28,2020-03-02,USD,8,11,307,19,2,0.05,3892.7,2102.058,4204.116,7396.129999999999,3192.013999999999
4960,SO - 0005061,Wholesale,WARE-NMK1003,2019-08-23,2020-11-01,2020-01-31,2020-02-02,USD,27,2,120,14,1,0.1,2231.1,1070.928,1070.928,2007.99,937.0619999999999
4961,SO - 0005062,In-Store,WARE-NMK1003,2019-08-23,2020-11-01,2020-01-22,2020-01-30,USD,11,23,172,46,6,0.15,3953.0,3320.52,19923.12,20160.3,237.1800000000003
4962,SO - 0005063,Online,WARE-NMK1003,2019-08-23,2020-11-01,2020-01-21,2020-01-28,USD,20,13,145,18,1,0.075,931.3,726.414,726.414,861.4525,135.0385
4963,SO - 0005064,In-Store,WARE-XYS1001,2019-08-23,2020-11-01,2020-01-20,2020-01-25,USD,6,31,2,31,4,0.3,2626.4,1365.728,5462.912,7353.92,1891.0079999999998
4964,SO - 0005065,Online,WARE-UHY1004,2019-08-23,2020-11-01,2020-07-02,2020-12-02,USD,15,23,256,14,6,0.15,1681.7,1294.909,7769.454000000001,8576.67,807.2159999999994
4965,SO - 0005066,Distributor,WARE-MKL1006,2019-01-12,2020-11-01,2020-01-20,2020-01-21,USD,22,31,361,5,2,0.2,1266.3,987.714,1975.428,2026.08,50.651999999999816
4966,SO - 0005067,Online,WARE-NBV1002,2019-08-23,2020-11-01,2020-07-02,2020-08-02,USD,14,41,84,47,5,0.1,3356.7,1879.752,9398.76,15105.149999999998,5706.389999999998
4967,SO - 0005068,In-Store,WARE-UHY1004,2019-08-23,2020-11-01,2020-07-02,2020-02-15,USD,6,11,228,3,6,0.1,1112.2,767.418,4604.508,6005.88,1401.3720000000003
4968,SO - 0005069,In-Store,WARE-PUJ1005,2019-08-23,2020-11-01,2020-01-02,2020-02-02,USD,1,12,272,28,8,0.05,1862.6,819.544,6556.352,14155.759999999998,7599.4079999999985
4969,SO - 0005070,In-Store,WARE-NMK1003,2019-08-23,2020-11-01,2020-07-02,2020-12-02,USD,7,48,154,2,2,0.1,254.6,106.932,213.864,458.28,244.41599999999997
4970,SO - 0005071,In-Store,WARE-NMK1003,2019-08-23,2020-11-01,2020-01-18,2020-01-28,USD,11,7,174,45,1,0.2,3919.5,2822.04,2822.04,3135.6000000000004,313.5600000000004
4971,SO - 0005072,Distributor,WARE-NMK1003,2019-08-23,2020-11-01,2020-03-02,2020-02-13,USD,24,23,174,4,1,0.05,3979.8,3024.648,3024.648,3780.81,756.1619999999998
4972,SO - 0005073,In-Store,WARE-UHY1004,2019-08-23,2020-12-01,2020-01-18,2020-01-21,USD,10,49,243,2,6,0.15,3859.2,1852.416,11114.496,19681.92,8567.423999999999
4973,SO - 0005074,Online,WARE-NMK1003,2019-08-23,2020-12-01,2020-01-23,2020-01-29,USD,20,18,173,15,8,0.3,214.4,109.344,874.752,1200.6399999999999,325.8879999999999
4974,SO - 0005075,Wholesale,WARE-XYS1001,2019-08-23,2020-12-01,2020-01-30,2020-03-02,USD,28,7,39,24,1,0.075,1252.9,989.791,989.791,1158.9325000000001,169.14150000000006
4975,SO - 0005076,Online,WARE-NMK1003,2019-08-23,2020-12-01,2020-01-22,2020-01-28,USD,13,1,166,23,8,0.15,4013.3,2367.847,18942.776,27290.440000000002,8347.664
4976,SO - 0005077,Online,WARE-NMK1003,2019-08-23,2020-12-01,2020-01-30,2020-09-02,USD,14,47,128,34,8,0.075,1112.2,645.076,5160.608,8230.28,3069.6720000000005
4977,SO - 0005078,Distributor,WARE-PUJ1005,2019-08-23,2020-12-01,2020-09-02,2020-02-14,USD,22,2,292,36,8,0.05,3859.2,2662.848,21302.784,29329.92,8027.135999999999
4978,SO - 0005079,Online,WARE-NBV1002,2019-08-23,2020-12-01,2020-01-20,2020-01-21,USD,17,40,83,46,5,0.1,3825.7,3137.074,15685.37,17215.65,1530.2800000000007
4979,SO - 0005080,In-Store,WARE-XYS1001,2019-01-12,2020-12-01,2020-01-21,2020-01-26,USD,7,12,26,47,7,0.1,241.2,173.664,1215.648,1519.56,303.91200000000003
4980,SO - 0005081,Online,WARE-PUJ1005,2019-08-23,2020-12-01,2020-01-26,2020-04-02,USD,13,46,302,38,5,0.4,3979.8,2467.476,12337.380000000001,11939.400000000001,-397.97999999999956
4981,SO - 0005082,Wholesale,WARE-UHY1004,2019-08-23,2020-12-01,2020-01-28,2020-01-02,USD,26,13,237,41,8,0.075,3899.4,3197.508,25580.064,28855.56,3275.496000000003
4982,SO - 0005083,In-Store,WARE-XYS1001,2019-08-23,2020-12-01,2020-01-31,2020-09-02,USD,7,42,49,30,3,0.05,2412.0,1736.64,5209.92,6874.200000000001,1664.2800000000007
4983,SO - 0005084,In-Store,WARE-NBV1002,2019-08-23,2020-12-01,2020-03-02,2020-05-02,USD,3,13,85,10,8,0.075,5875.9,4289.407,34315.256,43481.659999999996,9166.403999999995
4984,SO - 0005085,Online,WARE-MKL1006,2019-08-23,2020-12-01,2020-01-19,2020-01-24,USD,19,38,343,36,1,0.3,5293.0,3122.87,3122.87,3705.1,582.23
4985,SO - 0005086,Online,WARE-PUJ1005,2019-08-23,2020-01-13,2020-01-29,2020-03-02,USD,14,19,280,19,7,0.075,3912.8,1995.528,13968.696,25335.38,11366.684000000001
4986,SO - 0005087,In-Store,WARE-UHY1004,2019-08-23,2020-01-13,2020-01-21,2020-01-27,USD,9,37,244,5,3,0.075,1159.1,718.642,2155.9260000000004,3216.5025,1060.5764999999997
4987,SO - 0005088,In-Store,WARE-NMK1003,2019-08-23,2020-01-13,2020-01-20,2020-01-27,USD,3,47,89,42,4,0.1,1125.6,596.568,2386.272,4052.16,1665.888
4988,SO - 0005089,In-Store,WARE-NMK1003,2019-08-23,2020-01-13,2020-01-23,2020-01-30,USD,11,41,124,32,8,0.05,3912.8,1956.4,15651.2,29737.28,14086.079999999998
4989,SO - 0005090,In-Store,WARE-NMK1003,2019-01-12,2020-01-13,2020-02-02,2020-09-02,USD,5,7,190,6,7,0.05,227.8,159.46,1116.22,1514.87,398.64999999999986
4990,SO - 0005091,Distributor,WARE-PUJ1005,2019-01-12,2020-01-13,2020-07-02,2020-10-02,USD,24,45,282,39,7,0.075,1018.4,407.36,2851.52,6594.139999999999,3742.6199999999994
4991,SO - 0005092,Wholesale,WARE-XYS1001,2019-08-23,2020-01-13,2020-01-15,2020-01-23,USD,26,20,27,16,8,0.1,938.0,684.74,5477.92,6753.6,1275.6800000000003
4992,SO - 0005093,Online,WARE-UHY1004,2019-01-12,2020-01-13,2020-01-20,2020-01-22,USD,16,42,245,43,3,0.05,227.8,102.51,307.53000000000003,649.23,341.7
4993,SO - 0005094,Distributor,WARE-NMK1003,2019-01-12,2020-01-13,2020-10-02,2020-11-02,USD,22,6,112,47,7,0.05,1005.0,673.35,4713.45,6683.25,1969.8000000000002
4994,SO - 0005095,Distributor,WARE-NMK1003,2019-01-12,2020-01-14,2020-01-22,2020-01-25,USD,23,5,120,35,2,0.075,227.8,166.294,332.588,421.43000000000006,88.84200000000004
4995,SO - 0005096,Wholesale,WARE-PUJ1005,2019-01-12,2020-01-14,2020-01-23,2020-01-02,USD,28,30,325,7,5,0.05,1072.0,546.72,2733.6000000000004,5092.0,2358.3999999999996
4996,SO - 0005097,Distributor,WARE-XYS1001,2019-08-23,2020-01-14,2020-01-25,2020-04-02,USD,22,1,4,1,1,0.075,2505.8,1954.524,1954.524,2317.8650000000002,363.34100000000035
4997,SO - 0005098,In-Store,WARE-NBV1002,2019-08-23,2020-01-14,2020-03-02,2020-11-02,USD,4,28,65,21,5,0.05,4020.0,3015.0,15075.0,19095.0,4020.0
4998,SO - 0005099,Wholesale,WARE-NMK1003,2019-08-23,2020-01-14,2020-09-02,2020-02-15,USD,26,12,89,23,4,0.05,5916.1,3253.855,13015.42,22481.18,9465.76
4999,SO - 0005100,In-Store,WARE-PUJ1005,2019-01-12,2020-01-14,2020-11-02,2020-02-16,USD,3,11,289,5,4,0.1,1092.1,567.892,2271.568,3931.56,1659.9919999999997
5000,SO - 0005101,Online,WARE-UHY1004,2019-01-12,2020-01-14,2020-09-02,2020-02-13,USD,14,16,222,40,4,0.15,3959.7,2375.82,9503.28,13462.98,3959.699999999999
5001,SO - 0005102,In-Store,WARE-PUJ1005,2019-08-23,2020-01-14,2020-01-28,2020-01-02,USD,12,16,272,41,3,0.1,3845.8,1884.442,5653.326,10383.66,4730.334
5002,SO - 0005103,In-Store,WARE-PUJ1005,2019-01-12,2020-01-14,2020-09-02,2020-12-02,USD,7,10,280,21,7,0.1,3919.5,2586.87,18108.09,24692.850000000002,6584.760000000002
5003,SO - 0005104,In-Store,WARE-PUJ1005,2019-08-23,2020-01-14,2020-01-22,2020-01-28,USD,4,43,314,23,6,0.2,268.0,131.32,787.92,1286.4,498.48000000000013
5004,SO - 0005105,Online,WARE-PUJ1005,2019-08-23,2020-01-15,2020-01-18,2020-01-27,USD,18,4,289,1,8,0.05,3986.5,1634.465,13075.72,30297.399999999998,17221.68
5005,SO - 0005106,In-Store,WARE-NMK1003,2019-08-23,2020-01-15,2020-12-02,2020-02-19,USD,9,10,107,32,7,0.075,2680.0,1795.6,12569.199999999999,17353.0,4783.800000000001
5006,SO - 0005107,Online,WARE-XYS1001,2019-01-12,2020-01-15,2020-01-19,2020-01-22,USD,20,7,19,23,3,0.075,1045.2,501.696,1505.0880000000002,2900.4300000000003,1395.342
5007,SO - 0005108,In-Store,WARE-NMK1003,2019-01-12,2020-01-15,2020-01-31,2020-01-02,USD,11,18,144,20,1,0.05,5949.6,3272.28,3272.28,5652.12,2379.8399999999997
5008,SO - 0005109,In-Store,WARE-NBV1002,2019-08-23,2020-01-15,2020-01-17,2020-01-19,USD,9,42,75,20,5,0.075,3946.3,1578.52,7892.6,18251.6375,10359.0375
5009,SO - 0005110,In-Store,WARE-NBV1002,2019-08-23,2020-01-15,2020-01-18,2020-01-19,USD,3,24,79,5,2,0.2,1969.8,1536.444,3072.888,3151.6800000000003,78.79200000000037
5010,SO - 0005111,In-Store,WARE-XYS1001,2019-08-23,2020-01-15,2020-07-02,2020-02-13,USD,1,47,12,24,2,0.05,5862.5,2872.625,5745.25,11138.75,5393.5
5011,SO - 0005112,Online,WARE-NMK1003,2019-01-12,2020-01-15,2020-01-23,2020-01-02,USD,19,23,167,29,5,0.15,1681.7,739.948,3699.74,7147.224999999999,3447.4849999999997
5012,SO - 0005113,Wholesale,WARE-NMK1003,2019-08-23,2020-01-16,2020-06-02,2020-09-02,USD,26,20,93,11,8,0.05,2432.1,1361.976,10895.808,18483.96,7588.151999999998
5013,SO - 0005114,In-Store,WARE-UHY1004,2019-08-23,2020-01-16,2020-01-19,2020-01-24,USD,8,28,225,35,6,0.075,1701.8,1429.512,8577.072,9444.99,867.9179999999997
5014,SO - 0005115,Wholesale,WARE-NMK1003,2019-01-12,2020-01-16,2020-01-29,2020-01-02,USD,26,41,167,30,8,0.15,3504.1,2207.583,17660.664,23827.879999999997,6167.215999999997
5015,SO - 0005116,Wholesale,WARE-UHY1004,2019-01-12,2020-01-16,2020-01-21,2020-01-31,USD,28,36,222,16,6,0.2,2639.8,1689.472,10136.832,12671.04,2534.2080000000005
5016,SO - 0005117,In-Store,WARE-PUJ1005,2019-08-23,2020-01-16,2020-01-02,2020-10-02,USD,7,5,294,47,7,0.075,1701.8,1021.08,7147.56,11019.154999999999,3871.5949999999984
5017,SO - 0005118,Wholesale,WARE-NBV1002,2019-08-23,2020-01-16,2020-01-21,2020-01-27,USD,26,5,74,1,3,0.05,5514.1,2315.922,6947.766,15715.185000000001,8767.419000000002
5018,SO - 0005119,Online,WARE-NBV1002,2019-08-23,2020-01-16,2020-01-27,2020-01-30,USD,12,20,81,19,8,0.2,1105.5,696.465,5571.72,7075.200000000001,1503.4800000000005
5019,SO - 0005120,In-Store,WARE-MKL1006,2019-01-12,2020-01-16,2020-01-22,2020-01-26,USD,9,33,346,27,5,0.075,1031.8,815.122,4075.6099999999997,4772.075,696.4650000000001
5020,SO - 0005121,In-Store,WARE-XYS1001,2019-01-12,2020-01-16,2020-01-21,2020-01-23,USD,2,28,48,1,2,0.075,5681.6,4090.752,8181.504,10510.960000000001,2329.456000000001
5021,SO - 0005122,In-Store,WARE-NMK1003,2019-01-12,2020-01-16,2020-01-21,2020-01-30,USD,6,12,168,2,1,0.15,2525.9,1869.166,1869.166,2147.015,277.84899999999993
5022,SO - 0005123,Online,WARE-MKL1006,2019-08-23,2020-01-16,2020-06-02,2020-07-02,USD,14,41,358,12,6,0.075,1279.7,639.85,3839.1000000000004,7102.335000000001,3263.2350000000006
5023,SO - 0005124,Distributor,WARE-NMK1003,2019-01-12,2020-01-17,2020-01-22,2020-01-23,USD,21,5,128,24,4,0.05,3095.4,2073.918,8295.672,11762.52,3466.848
5024,SO - 0005125,In-Store,WARE-XYS1001,2019-08-23,2020-01-17,2020-01-29,2020-04-02,USD,1,14,50,2,2,0.15,174.2,146.328,292.656,296.14,3.4839999999999804
5025,SO - 0005126,Distributor,WARE-XYS1001,2019-08-23,2020-01-17,2020-08-02,2020-02-17,USD,25,5,1,34,2,0.1,978.2,684.74,1369.48,1760.7600000000002,391.2800000000002
5026,SO - 0005127,In-Store,WARE-MKL1006,2019-08-23,2020-01-17,2020-02-02,2020-05-02,USD,1,14,339,16,1,0.05,227.8,148.07,148.07,216.41,68.34
5027,SO - 0005128,Distributor,WARE-XYS1001,2019-08-23,2020-01-17,2020-07-02,2020-11-02,USD,21,43,11,12,4,0.05,227.8,161.738,646.952,865.64,218.688
5028,SO - 0005129,Online,WARE-PUJ1005,2019-08-23,2020-01-17,2020-10-02,2020-02-17,USD,14,47,288,4,4,0.15,6318.1,4738.575,18954.3,21481.54,2527.2400000000016
5029,SO - 0005130,Online,WARE-NBV1002,2019-08-23,2020-01-17,2020-10-02,2020-02-19,USD,13,29,87,47,3,0.05,1701.8,935.99,2807.9700000000003,4850.129999999999,2042.159999999999
5030,SO - 0005131,Distributor,WARE-MKL1006,2019-01-12,2020-01-17,2020-10-02,2020-11-02,USD,25,31,334,24,6,0.075,3055.2,2230.296,13381.775999999998,16956.36,3574.5840000000026
5031,SO - 0005132,Distributor,WARE-NMK1003,2019-01-12,2020-01-17,2020-01-28,2020-05-02,USD,22,30,92,36,5,0.05,877.7,728.491,3642.455,4169.075000000001,526.6200000000008
5032,SO - 0005133,Distributor,WARE-PUJ1005,2019-08-23,2020-01-18,2020-07-02,2020-10-02,USD,23,29,303,28,7,0.15,1098.8,901.016,6307.112,6537.86,230.7479999999996
5033,SO - 0005134,In-Store,WARE-NMK1003,2019-01-12,2020-01-18,2020-01-23,2020-02-02,USD,7,18,90,27,3,0.05,958.1,469.469,1408.407,2730.585,1322.178
5034,SO - 0005135,In-Store,WARE-PUJ1005,2019-08-23,2020-01-18,2020-01-23,2020-01-30,USD,9,21,276,31,3,0.075,1005.0,452.25,1356.75,2788.875,1432.125
5035,SO - 0005136,In-Store,WARE-NMK1003,2019-08-23,2020-01-18,2020-01-31,2020-07-02,USD,5,49,140,1,3,0.05,1058.6,804.536,2413.6079999999997,3017.0099999999993,603.4019999999996
5036,SO - 0005137,Wholesale,WARE-PUJ1005,2019-08-23,2020-01-18,2020-05-02,2020-08-02,USD,28,12,267,43,4,0.15,1058.6,698.676,2794.704,3599.24,804.5359999999996
5037,SO - 0005138,Wholesale,WARE-MKL1006,2019-08-23,2020-01-19,2020-02-02,2020-05-02,USD,28,8,340,26,3,0.075,5540.9,2437.996,7313.988,15375.997499999998,8062.009499999997
5038,SO - 0005139,Online,WARE-PUJ1005,2019-08-23,2020-01-19,2020-01-22,2020-01-31,USD,17,5,298,6,8,0.15,1132.3,600.119,4800.952,7699.639999999999,2898.687999999999
5039,SO - 0005140,In-Store,WARE-XYS1001,2019-08-23,2020-01-19,2020-05-02,2020-02-15,USD,2,6,51,26,5,0.05,1125.6,506.52,2532.6,5346.599999999999,2813.9999999999995
5040,SO - 0005141,In-Store,WARE-PUJ1005,2019-08-23,2020-01-19,2020-04-02,2020-08-02,USD,8,37,326,37,3,0.05,2552.7,1225.296,3675.888,7275.194999999999,3599.306999999999
5041,SO - 0005142,In-Store,WARE-NMK1003,2019-08-23,2020-01-19,2020-03-02,2020-08-02,USD,10,12,142,34,2,0.075,1018.4,661.96,1323.92,1884.04,560.1199999999999
5042,SO - 0005143,Wholesale,WARE-PUJ1005,2019-08-23,2020-01-19,2020-12-02,2020-02-13,USD,27,18,305,24,6,0.05,964.8,472.752,2836.512,5499.36,2662.8479999999995
5043,SO - 0005144,Distributor,WARE-XYS1001,2019-08-23,2020-01-19,2020-09-02,2020-10-02,USD,25,4,42,4,7,0.05,964.8,685.008,4795.0560000000005,6415.92,1620.8639999999996
5044,SO - 0005145,In-Store,WARE-XYS1001,2019-08-23,2020-01-19,2020-01-22,2020-01-28,USD,10,41,36,18,8,0.075,2492.4,996.96,7975.68,18443.760000000002,10468.080000000002
5045,SO - 0005146,Wholesale,WARE-UHY1004,2019-08-23,2020-01-19,2020-06-02,2020-09-02,USD,28,10,215,32,6,0.4,971.5,806.345,4838.07,3497.3999999999996,-1340.67
5046,SO - 0005147,Distributor,WARE-XYS1001,2019-01-12,2020-01-19,2020-02-02,2020-09-02,USD,20,48,2,34,1,0.2,1065.3,777.669,777.669,852.24,74.57100000000003
5047,SO - 0005148,Distributor,WARE-NMK1003,2019-08-23,2020-01-19,2020-01-30,2020-05-02,USD,22,47,199,24,1,0.15,6130.5,3310.47,3310.47,5210.925,1900.4550000000004
5048,SO - 0005149,In-Store,WARE-NBV1002,2019-08-23,2020-01-20,2020-01-31,2020-09-02,USD,12,23,84,15,4,0.15,2653.2,1936.836,7747.344,9020.88,1273.5359999999991
5049,SO - 0005150,Distributor,WARE-NBV1002,2019-01-12,2020-01-20,2020-01-23,2020-01-27,USD,22,50,79,26,6,0.1,1125.6,607.824,3646.9439999999995,6078.24,2431.2960000000003
5050,SO - 0005151,Online,WARE-NMK1003,2019-08-23,2020-01-20,2020-03-02,2020-07-02,USD,17,34,113,8,8,0.15,857.6,531.712,4253.696,5831.68,1577.9840000000004
5051,SO - 0005152,Online,WARE-NMK1003,2019-08-23,2020-01-20,2020-05-02,2020-02-15,USD,16,38,111,3,1,0.2,1782.2,1354.472,1354.472,1425.7600000000002,71.28800000000024
5052,SO - 0005153,Distributor,WARE-NBV1002,2019-08-23,2020-01-20,2020-06-02,2020-08-02,USD,24,20,70,8,6,0.075,2010.0,1045.2,6271.200000000001,11155.5,4884.299999999999
5053,SO - 0005154,In-Store,WARE-PUJ1005,2019-08-23,2020-01-21,2020-02-02,2020-08-02,USD,6,9,313,38,4,0.05,857.6,660.352,2641.408,3258.88,617.4720000000002
5054,SO - 0005155,Online,WARE-XYS1001,2019-01-12,2020-01-21,2020-03-02,2020-02-13,USD,13,20,28,18,5,0.1,871.0,644.54,3222.7,3919.5,696.8000000000002
5055,SO - 0005156,Distributor,WARE-NBV1002,2019-08-23,2020-01-21,2020-01-25,2020-01-28,USD,23,6,73,39,8,0.075,2559.4,1945.144,15561.152,18939.56,3378.4080000000013
5056,SO - 0005157,Distributor,WARE-XYS1001,2019-08-23,2020-01-21,2020-02-02,2020-11-02,USD,25,2,51,46,7,0.05,3812.3,1601.166,11208.162,25351.795,14143.632999999998
5057,SO - 0005158,In-Store,WARE-NMK1003,2019-08-23,2020-01-21,2020-12-02,2020-02-18,USD,3,20,126,12,7,0.075,1058.6,571.644,4001.508,6854.4349999999995,2852.9269999999997
5058,SO - 0005159,In-Store,WARE-PUJ1005,2019-08-23,2020-01-21,2020-01-25,2020-03-02,USD,4,33,308,30,1,0.15,2479.0,1958.41,1958.41,2107.15,148.74
5059,SO - 0005160,In-Store,WARE-NMK1003,2019-08-23,2020-01-21,2020-01-24,2020-02-02,USD,2,34,171,20,5,0.1,1742.0,1480.7,7403.5,7839.0,435.5
5060,SO - 0005161,Online,WARE-MKL1006,2019-08-23,2020-01-21,2020-01-30,2020-08-02,USD,19,21,341,12,2,0.05,3162.4,1739.32,3478.64,6008.5599999999995,2529.9199999999996
5061,SO - 0005162,Online,WARE-NMK1003,2019-01-12,2020-01-21,2020-03-02,2020-07-02,USD,16,12,163,22,2,0.05,207.7,97.619,195.238,394.62999999999994,199.39199999999994
5062,SO - 0005163,Online,WARE-NMK1003,2019-08-23,2020-01-21,2020-02-13,2020-02-21,USD,17,19,141,7,6,0.075,931.3,605.345,3632.07,5168.715,1536.645
5063,SO - 0005164,Online,WARE-NMK1003,2019-08-23,2020-01-21,2020-11-02,2020-02-16,USD,12,5,200,43,3,0.05,5098.7,3365.142,10095.426,14531.294999999998,4435.868999999999
5064,SO - 0005165,Online,WARE-PUJ1005,2019-08-23,2020-01-21,2020-12-02,2020-02-16,USD,14,35,297,4,8,0.4,1165.8,909.324,7274.592,5595.839999999999,-1678.7520000000004
5065,SO - 0005166,In-Store,WARE-PUJ1005,2019-08-23,2020-01-22,2020-01-28,2020-01-31,USD,6,7,262,12,5,0.05,1909.5,954.75,4773.75,9070.125,4296.375
5066,SO - 0005167,In-Store,WARE-XYS1001,2019-01-12,2020-01-22,2020-08-02,2020-02-15,USD,9,37,36,6,7,0.05,6244.4,5057.964,35405.748,41525.259999999995,6119.511999999995
5067,SO - 0005168,Online,WARE-XYS1001,2019-08-23,2020-01-22,2020-03-02,2020-08-02,USD,17,7,31,4,4,0.075,3872.6,3252.984,13011.936,14328.62,1316.684000000001
5068,SO - 0005169,Online,WARE-NMK1003,2019-08-23,2020-01-22,2020-01-31,2020-09-02,USD,12,30,141,23,4,0.3,1762.1,1180.607,4722.428,4933.879999999999,211.45199999999932
5069,SO - 0005170,Online,WARE-UHY1004,2019-08-23,2020-01-22,2020-01-26,2020-01-30,USD,17,37,239,29,3,0.075,2552.7,1480.566,4441.698,7083.7425,2642.0445
5070,SO - 0005171,Wholesale,WARE-NMK1003,2019-08-23,2020-01-22,2020-02-13,2020-02-23,USD,27,19,199,23,4,0.1,1005.0,502.5,2010.0,3618.0,1608.0
5071,SO - 0005172,Online,WARE-NBV1002,2019-08-23,2020-01-22,2020-02-02,2020-03-02,USD,17,5,81,37,4,0.05,1340.0,978.2,3912.8,5092.0,1179.1999999999998
5072,SO - 0005173,Distributor,WARE-PUJ1005,2019-08-23,2020-01-22,2020-01-31,2020-08-02,USD,25,13,298,5,1,0.05,1842.5,921.25,921.25,1750.375,829.125
5073,SO - 0005174,Wholesale,WARE-XYS1001,2019-01-12,2020-01-22,2020-02-17,2020-02-21,USD,26,18,34,35,2,0.4,3852.5,3236.1,6472.2,4623.0,-1849.1999999999998
5074,SO - 0005175,In-Store,WARE-NMK1003,2019-01-12,2020-01-23,2020-10-02,2020-02-17,USD,5,47,102,25,3,0.1,1212.7,715.493,2146.4790000000003,3274.29,1127.8109999999997
5075,SO - 0005176,Online,WARE-XYS1001,2019-08-23,2020-01-23,2020-02-13,2020-02-20,USD,14,22,32,38,1,0.05,3819.0,2940.63,2940.63,3628.0499999999997,687.4199999999996
5076,SO - 0005177,Distributor,WARE-NMK1003,2019-08-23,2020-01-23,2020-01-27,2020-01-29,USD,22,19,97,2,8,0.2,1065.3,532.65,4261.2,6817.92,2556.7200000000003
5077,SO - 0005178,Wholesale,WARE-PUJ1005,2019-01-12,2020-01-23,2020-02-02,2020-06-02,USD,28,38,311,15,6,0.1,1862.6,1192.064,7152.384,10058.039999999999,2905.655999999999
5078,SO - 0005179,Wholesale,WARE-MKL1006,2019-01-12,2020-01-23,2020-01-28,2020-04-02,USD,26,35,345,42,4,0.1,1989.9,1154.142,4616.568,7163.64,2547.072
